miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-485	hg38:chr14:101055427-101055449:+	5	1.267252	N	mature,MIMAT0002175
hsa-mir-485	hg38:chr14:101055427-101055450:+	27	6.843161	N	mature,MIMAT0002175
hsa-mir-485	hg38:chr14:101055427-101055451:+	5	1.267252	N	mature,MIMAT0002175
hsa-mir-485	hg38:chr14:101055427-101055454:+	1	0.253450	N	mature,MIMAT0002175
hsa-mir-485	hg38:chr14:101055428-101055448:+	2	0.506901	N	mature,MIMAT0002175
hsa-mir-485	hg38:chr14:101055428-101055449:+	1	0.253450	N	mature,MIMAT0002175
hsa-mir-485	hg38:chr14:101055449-101055472:+	1	0.253450	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055450-101055471:+	3	0.760351	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055450-101055472:+	2	0.506901	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055450-101055473:+	1	0.253450	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055462-101055484:+	5	1.267252	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055462-101055485:+	1	0.253450	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055462-101055486:+	7	1.774153	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055462-101055487:+	1	0.253450	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055463-101055484:+	2	0.506901	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055463-101055485:+	2	0.506901	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055463-101055486:+	69	17.488078	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055464-101055484:+	27	6.843161	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055464-101055485:+	34	8.617314	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055464-101055486:+	1542	390.820533	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055464-101055487:+	24	6.082810	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055464-101055488:+	13	3.294855	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055465-101055486:+	1	0.253450	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055466-101055488:+	2	0.506901	N	mature,MIMAT0002176
hsa-mir-486-1	hg38:chr8:41660442-41660464:-	1	0.253450	N	mature,MIMAT0004762
hsa-mir-486-1	hg38:chr8:41660443-41660464:-	2	0.506901	N	mature,MIMAT0004762
hsa-mir-486-1	hg38:chr8:41660484-41660506:-	117	29.653698	N	mature,MIMAT0002177
hsa-mir-486-1	hg38:chr8:41660485-41660506:-	80	20.276033	N	mature,MIMAT0002177
hsa-mir-486-1	hg38:chr8:41660486-41660506:-	7	1.774153	N	mature,MIMAT0002177
hsa-mir-486-2	hg38:chr8:41660444-41660464:+	2	0.506901	N	mature,MIMAT0002177
hsa-mir-486-2	hg38:chr8:41660444-41660465:+	77	19.515682	N	mature,MIMAT0002177
hsa-mir-486-2	hg38:chr8:41660444-41660466:+	140	35.483057	N	mature,MIMAT0002177
hsa-mir-487a	hg38:chr14:101052431-101052458:+	5	1.267252	N	precursor
hsa-mir-487a	hg38:chr14:101052432-101052458:+	22	5.575909	N	precursor
hsa-mir-487a	hg38:chr14:101052433-101052458:+	13	3.294855	N	precursor
hsa-mir-487a	hg38:chr14:101052434-101052458:+	7	1.774153	N	precursor
hsa-mir-487a	hg38:chr14:101052435-101052458:+	11	2.787955	N	precursor
hsa-mir-487a	hg38:chr14:101052436-101052458:+	13	3.294855	N	precursor
hsa-mir-487a	hg38:chr14:101052437-101052458:+	23	5.829359	N	precursor
hsa-mir-487a	hg38:chr14:101052438-101052458:+	26	6.589711	N	precursor
hsa-mir-487a	hg38:chr14:101052458-101052477:+	10	2.534504	N	mature,MIMAT0026559
hsa-mir-487a	hg38:chr14:101052458-101052478:+	7	1.774153	N	mature,MIMAT0026559
hsa-mir-487a	hg38:chr14:101052458-101052479:+	75	19.008781	N	mature,MIMAT0026559
hsa-mir-487a	hg38:chr14:101052458-101052480:+	255	64.629855	N	mature,MIMAT0026559
hsa-mir-487a	hg38:chr14:101052458-101052481:+	1	0.253450	N	mature,MIMAT0026559
hsa-mir-487a	hg38:chr14:101052459-101052480:+	1	0.253450	N	mature,MIMAT0026559
hsa-mir-487a	hg38:chr14:101052494-101052514:+	15	3.801756	N	mature,MIMAT0002178
hsa-mir-487a	hg38:chr14:101052494-101052515:+	19	4.815558	N	mature,MIMAT0002178
hsa-mir-487a	hg38:chr14:101052494-101052516:+	205	51.957334	N	mature,MIMAT0002178
hsa-mir-487a	hg38:chr14:101052494-101052517:+	15	3.801756	N	mature,MIMAT0002178
hsa-mir-487a	hg38:chr14:101052494-101052518:+	1	0.253450	N	mature,MIMAT0002178
hsa-mir-487a	hg38:chr14:101052495-101052515:+	1	0.253450	N	mature,MIMAT0002178
hsa-mir-487a	hg38:chr14:101052495-101052516:+	5	1.267252	N	mature,MIMAT0002178
hsa-mir-487a	hg38:chr14:101052496-101052516:+	1	0.253450	N	mature,MIMAT0002178
hsa-mir-487b	hg38:chr14:101046445-101046469:+	2	0.506901	N	precursor
hsa-mir-487b	hg38:chr14:101046445-101046470:+	1	0.253450	N	precursor
hsa-mir-487b	hg38:chr14:101046448-101046468:+	3	0.760351	N	precursor
hsa-mir-487b	hg38:chr14:101046448-101046469:+	1	0.253450	N	precursor
hsa-mir-487b	hg38:chr14:101046449-101046469:+	1	0.253450	N	precursor
hsa-mir-487b	hg38:chr14:101046468-101046489:+	1	0.253450	N	mature,MIMAT0026614
hsa-mir-487b	hg38:chr14:101046469-101046490:+	3	0.760351	N	mature,MIMAT0026614
hsa-mir-487b	hg38:chr14:101046469-101046491:+	1	0.253450	N	mature,MIMAT0026614
hsa-mir-487b	hg38:chr14:101046470-101046491:+	7	1.774153	N	mature,MIMAT0026614
hsa-mir-487b	hg38:chr14:101046470-101046492:+	1	0.253450	N	mature,MIMAT0026614
hsa-mir-487b	hg38:chr14:101046505-101046524:+	15	3.801756	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046505-101046525:+	53	13.432872	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046505-101046526:+	640	162.208263	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046505-101046527:+	1228	311.237104	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046505-101046528:+	195	49.422830	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046505-101046529:+	4	1.013802	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046506-101046525:+	7	1.774153	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046506-101046526:+	27	6.843161	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046506-101046527:+	49	12.419070	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046506-101046528:+	122	30.920950	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046506-101046529:+	2	0.506901	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046507-101046523:+	1	0.253450	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046507-101046524:+	2	0.506901	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046507-101046525:+	2	0.506901	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046507-101046526:+	34	8.617314	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046507-101046527:+	63	15.967376	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046507-101046528:+	291	73.754069	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046507-101046529:+	33	8.363864	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046507-101046530:+	2	0.506901	N	mature,MIMAT0003180
hsa-mir-488	hg38:chr1:177029410-177029433:-	1	0.253450	N	mature,MIMAT0002804
hsa-mir-489	hg38:chr7:93483947-93483969:-	1	0.253450	N	mature,MIMAT0002805
hsa-mir-490	hg38:chr7:136903242-136903265:+	1	0.253450	N	mature,MIMAT0002806
hsa-mir-491	hg38:chr9:20716120-20716141:+	1	0.253450	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716120-20716142:+	3	0.760351	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716122-20716144:+	1	0.253450	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716154-20716176:+	4	1.013802	N	mature,MIMAT0004765
hsa-mir-493	hg38:chr14:100869053-100869074:+	1	0.253450	N	precursor
hsa-mir-493	hg38:chr14:100869054-100869075:+	7	1.774153	N	precursor
hsa-mir-493	hg38:chr14:100869074-100869095:+	1	0.253450	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869075-100869092:+	1	0.253450	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869075-100869093:+	30	7.603512	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869075-100869094:+	41	10.391467	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869075-100869095:+	221	56.012541	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869075-100869096:+	469	118.868243	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869075-100869097:+	1544	391.327434	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869075-100869098:+	2	0.506901	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869075-100869104:+	1	0.253450	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869076-100869097:+	3	0.760351	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869115-100869137:+	4	1.013802	N	mature,MIMAT0003161
hsa-mir-493	hg38:chr14:100869116-100869133:+	2	0.506901	N	mature,MIMAT0003161
hsa-mir-493	hg38:chr14:100869116-100869134:+	2	0.506901	N	mature,MIMAT0003161
hsa-mir-493	hg38:chr14:100869116-100869136:+	9	2.281054	N	mature,MIMAT0003161
hsa-mir-493	hg38:chr14:100869116-100869137:+	177	44.860723	N	mature,MIMAT0003161
hsa-mir-493	hg38:chr14:100869116-100869138:+	307	77.809276	N	mature,MIMAT0003161
hsa-mir-493	hg38:chr14:100869116-100869139:+	2	0.506901	N	mature,MIMAT0003161
hsa-mir-494	hg38:chr14:101029648-101029666:+	1	0.253450	N	mature,MIMAT0026607
hsa-mir-494	hg38:chr14:101029648-101029668:+	3	0.760351	N	mature,MIMAT0026607
hsa-mir-494	hg38:chr14:101029648-101029669:+	4	1.013802	N	mature,MIMAT0026607
hsa-mir-494	hg38:chr14:101029648-101029670:+	6	1.520702	N	mature,MIMAT0026607
hsa-mir-494	hg38:chr14:101029648-101029671:+	1	0.253450	N	mature,MIMAT0026607
hsa-mir-494	hg38:chr14:101029681-101029699:+	1	0.253450	N	mature,MIMAT0002816
hsa-mir-494	hg38:chr14:101029681-101029701:+	7	1.774153	N	mature,MIMAT0002816
hsa-mir-494	hg38:chr14:101029681-101029702:+	61	15.460475	N	mature,MIMAT0002816
hsa-mir-494	hg38:chr14:101029681-101029703:+	39	9.884566	N	mature,MIMAT0002816
hsa-mir-494	hg38:chr14:101029681-101029704:+	333	84.398987	N	mature,MIMAT0002816
hsa-mir-494	hg38:chr14:101029681-101029705:+	10	2.534504	N	mature,MIMAT0002816
hsa-mir-494	hg38:chr14:101029681-101029706:+	2	0.506901	N	mature,MIMAT0002816
hsa-mir-494	hg38:chr14:101029684-101029707:+	1	0.253450	N	mature,MIMAT0002816
hsa-mir-494	hg38:chr14:101029685-101029702:+	1	0.253450	N	mature,MIMAT0002816
hsa-mir-494	hg38:chr14:101029685-101029704:+	6	1.520702	N	mature,MIMAT0002816
hsa-mir-494	hg38:chr14:101029685-101029705:+	1	0.253450	N	mature,MIMAT0002816
hsa-mir-495	hg38:chr14:101033747-101033768:+	2	0.506901	N	precursor
hsa-mir-495	hg38:chr14:101033748-101033768:+	3	0.760351	N	precursor
hsa-mir-495	hg38:chr14:101033749-101033768:+	3	0.760351	N	precursor
hsa-mir-495	hg38:chr14:101033768-101033788:+	1	0.253450	N	mature,MIMAT0022924
hsa-mir-495	hg38:chr14:101033768-101033789:+	1	0.253450	N	mature,MIMAT0022924
hsa-mir-495	hg38:chr14:101033768-101033790:+	16	4.055207	N	mature,MIMAT0022924
hsa-mir-495	hg38:chr14:101033769-101033790:+	3	0.760351	N	mature,MIMAT0022924
hsa-mir-495	hg38:chr14:101033804-101033824:+	3	0.760351	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033804-101033825:+	41	10.391467	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033804-101033826:+	381	96.564606	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033804-101033827:+	810	205.294833	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033804-101033828:+	14	3.548306	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033805-101033823:+	1	0.253450	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033805-101033825:+	8	2.027603	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033805-101033826:+	45	11.405268	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033805-101033827:+	253	64.122954	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033805-101033828:+	5	1.267252	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033806-101033825:+	2	0.506901	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033806-101033826:+	4	1.013802	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033806-101033827:+	33	8.363864	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033806-101033828:+	7	1.774153	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033806-101033829:+	1	0.253450	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033807-101033826:+	2	0.506901	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033807-101033827:+	6	1.520702	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033807-101033828:+	2	0.506901	N	mature,MIMAT0002817
hsa-mir-496	hg38:chr14:101060571-101060595:+	2	0.506901	N	unannotated
hsa-mir-496	hg38:chr14:101060571-101060596:+	158	40.045165	N	unannotated
hsa-mir-496	hg38:chr14:101060572-101060596:+	4	1.013802	N	unannotated
hsa-mir-496	hg38:chr14:101060573-101060596:+	8	2.027603	N	unannotated
hsa-mir-496	hg38:chr14:101060574-101060595:+	2	0.506901	N	unannotated
hsa-mir-496	hg38:chr14:101060574-101060596:+	21	5.322459	N	unannotated
hsa-mir-496	hg38:chr14:101060575-101060595:+	1	0.253450	N	unannotated
hsa-mir-496	hg38:chr14:101060575-101060596:+	102	25.851942	N	unannotated
hsa-mir-496	hg38:chr14:101060576-101060595:+	1	0.253450	N	unannotated
hsa-mir-496	hg38:chr14:101060576-101060596:+	128	32.441653	N	unannotated
hsa-mir-496	hg38:chr14:101060577-101060596:+	3	0.760351	N	unannotated
hsa-mir-496	hg38:chr14:101060596-101060618:+	1	0.253450	N	unannotated
hsa-mir-496	hg38:chr14:101060627-101060649:+	1	0.253450	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060628-101060647:+	5	1.267252	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060628-101060648:+	5	1.267252	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060628-101060649:+	145	36.750310	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060628-101060650:+	49	12.419070	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060628-101060651:+	2	0.506901	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060630-101060649:+	7	1.774153	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060630-101060650:+	37	9.377665	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060630-101060651:+	104	26.358843	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060630-101060652:+	4	1.013802	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060630-101060653:+	1	0.253450	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060631-101060651:+	2	0.506901	N	mature,MIMAT0002818
hsa-mir-497	hg38:chr17:7017938-7017960:-	7	1.774153	N	mature,MIMAT0004768
hsa-mir-497	hg38:chr17:7017939-7017960:-	2	0.506901	N	mature,MIMAT0004768
hsa-mir-497	hg38:chr17:7017939-7017961:-	3	0.760351	N	mature,MIMAT0004768
hsa-mir-497	hg38:chr17:7017977-7017999:-	1	0.253450	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017978-7017999:-	1	0.253450	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017978-7018000:-	78	19.769132	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017979-7018000:-	21	5.322459	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017979-7018001:-	1	0.253450	N	mature,MIMAT0002820
hsa-mir-4999	hg38:chr19:8389305-8389328:-	1	0.253450	N	mature,MIMAT0021018
hsa-mir-4999	hg38:chr19:8389340-8389361:-	1	0.253450	N	mature,MIMAT0021017
hsa-mir-4999	hg38:chr19:8389343-8389361:-	1	0.253450	N	mature,MIMAT0021017
hsa-mir-5000	hg38:chr2:75090872-75090895:+	1	0.253450	N	mature,MIMAT0021020
hsa-mir-5000	hg38:chr2:75090873-75090894:+	1	0.253450	N	mature,MIMAT0021020
hsa-mir-5000	hg38:chr2:75090873-75090895:+	4	1.013802	N	mature,MIMAT0021020
hsa-mir-5001	hg38:chr2:232550493-232550515:-	1	0.253450	N	mature,MIMAT0021022
hsa-mir-5002	hg38:chr3:124132949-124132972:+	1	0.253450	N	mature,MIMAT0021023
hsa-mir-5002	hg38:chr3:124132949-124132973:+	2	0.506901	N	mature,MIMAT0021023
hsa-mir-5003	hg38:chr5:172662222-172662242:+	1	0.253450	N	mature,MIMAT0021026
hsa-mir-5003	hg38:chr5:172662222-172662243:+	1	0.253450	N	mature,MIMAT0021026
hsa-mir-500a	hg38:chrX:50008443-50008464:+	1	0.253450	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008443-50008465:+	8	2.027603	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008443-50008466:+	43	10.898368	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008443-50008467:+	5	1.267252	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008443-50008468:+	8	2.027603	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008443-50008470:+	1	0.253450	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008445-50008466:+	1	0.253450	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008481-50008500:+	1	0.253450	Y	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008481-50008501:+	6	1.520702	Y	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008481-50008502:+	2	0.506901	Y	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008481-50008504:+	39	9.884566	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008481-50008505:+	30	7.603512	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008482-50008502:+	1	0.253450	Y	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008482-50008503:+	1	0.253450	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008482-50008504:+	282	71.473016	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008482-50008505:+	2132	540.356275	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008482-50008506:+	5	1.267252	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008483-50008504:+	2	0.506901	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008483-50008505:+	7	1.774153	N	mature,MIMAT0002871
hsa-mir-500b	hg38:chrX:50010681-50010702:+	1	0.253450	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010681-50010703:+	8	2.027603	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010681-50010704:+	43	10.898368	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010681-50010705:+	5	1.267252	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010681-50010706:+	8	2.027603	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010681-50010708:+	1	0.253450	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010683-50010704:+	1	0.253450	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010719-50010742:+	8	2.027603	N	mature,MIMAT0027032
hsa-mir-500b	hg38:chrX:50010720-50010742:+	1	0.253450	N	mature,MIMAT0027032
hsa-mir-500b	hg38:chrX:50010721-50010742:+	1	0.253450	N	mature,MIMAT0027032
hsa-mir-501	hg38:chrX:50009735-50009756:+	1	0.253450	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009735-50009757:+	29	7.350062	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009735-50009758:+	4	1.013802	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009735-50009759:+	7	1.774153	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009736-50009759:+	2	0.506901	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009772-50009792:+	5	1.267252	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009793:+	3	0.760351	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009794:+	89	22.557087	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009795:+	191	48.409028	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009796:+	22	5.575909	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009773-50009794:+	3	0.760351	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009773-50009795:+	5	1.267252	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009773-50009796:+	9	2.281054	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009774-50009795:+	1	0.253450	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009774-50009796:+	1	0.253450	N	mature,MIMAT0004774
hsa-mir-5010	hg38:chr17:42514266-42514290:+	1	0.253450	N	mature,MIMAT0021044
hsa-mir-5010	hg38:chr17:42514267-42514287:+	1	0.253450	N	mature,MIMAT0021044
hsa-mir-5010	hg38:chr17:42514267-42514288:+	5	1.267252	N	mature,MIMAT0021044
hsa-mir-5010	hg38:chr17:42514267-42514289:+	17	4.308657	N	mature,MIMAT0021044
hsa-mir-5010	hg38:chr17:42514267-42514290:+	15	3.801756	N	mature,MIMAT0021044
hsa-mir-502	hg38:chrX:50014611-50014632:+	2	0.506901	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014611-50014633:+	1	0.253450	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014611-50014634:+	1	0.253450	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014611-50014635:+	1	0.253450	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014611-50014636:+	5	1.267252	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014611-50014637:+	1	0.253450	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014612-50014633:+	1	0.253450	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014612-50014634:+	1	0.253450	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014612-50014635:+	3	0.760351	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014612-50014636:+	4	1.013802	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014612-50014637:+	1	0.253450	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014649-50014668:+	1	0.253450	Y	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014649-50014669:+	6	1.520702	Y	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014649-50014670:+	2	0.506901	Y	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014649-50014671:+	16	4.055207	N	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014649-50014672:+	12	3.041405	N	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014650-50014670:+	1	0.253450	Y	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014650-50014672:+	2	0.506901	N	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014650-50014673:+	1	0.253450	N	mature,MIMAT0004775
hsa-mir-503	hg38:chrX:134546331-134546354:-	8	2.027603	N	mature,MIMAT0022925
hsa-mir-503	hg38:chrX:134546332-134546354:-	10	2.534504	N	mature,MIMAT0022925
hsa-mir-503	hg38:chrX:134546369-134546394:-	1	0.253450	N	mature,MIMAT0002874
hsa-mir-503	hg38:chrX:134546370-134546394:-	18	4.562107	N	mature,MIMAT0002874
hsa-mir-503	hg38:chrX:134546371-134546393:-	1	0.253450	N	mature,MIMAT0002874
hsa-mir-503	hg38:chrX:134546371-134546394:-	2330	590.539457	N	mature,MIMAT0002874
hsa-mir-503	hg38:chrX:134546372-134546394:-	236	59.814297	N	mature,MIMAT0002874
hsa-mir-503	hg38:chrX:134546373-134546394:-	8	2.027603	N	mature,MIMAT0002874
hsa-mir-503	hg38:chrX:134546374-134546394:-	12	3.041405	N	mature,MIMAT0002874
hsa-mir-503	hg38:chrX:134546394-134546417:-	1	0.253450	N	precursor
hsa-mir-504	hg38:chrX:138667760-138667781:-	3	0.760351	N	mature,MIMAT0002875
hsa-mir-504	hg38:chrX:138667761-138667782:-	1	0.253450	N	mature,MIMAT0002875
hsa-mir-505	hg38:chrX:139924158-139924180:-	2	0.506901	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924158-139924181:-	16	4.055207	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924158-139924182:-	17	4.308657	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924159-139924182:-	10	2.534504	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924160-139924181:-	2	0.506901	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924160-139924182:-	13	3.294855	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924161-139924182:-	6	1.520702	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924162-139924182:-	3	0.760351	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924194-139924218:-	6	1.520702	N	mature,MIMAT0004776
hsa-mir-505	hg38:chrX:139924195-139924218:-	15	3.801756	N	mature,MIMAT0004776
hsa-mir-505	hg38:chrX:139924196-139924218:-	6	1.520702	N	mature,MIMAT0004776
hsa-mir-506	hg38:chrX:147230753-147230773:-	1	0.253450	N	mature,MIMAT0002878
hsa-mir-506	hg38:chrX:147230753-147230774:-	5	1.267252	N	mature,MIMAT0002878
hsa-mir-506	hg38:chrX:147230753-147230775:-	3236	820.165528	N	mature,MIMAT0002878
hsa-mir-506	hg38:chrX:147230753-147230776:-	994	251.929708	N	mature,MIMAT0002878
hsa-mir-506	hg38:chrX:147230753-147230777:-	4	1.013802	N	mature,MIMAT0002878
hsa-mir-506	hg38:chrX:147230753-147230778:-	6	1.520702	N	mature,MIMAT0002878
hsa-mir-506	hg38:chrX:147230754-147230774:-	2	0.506901	N	mature,MIMAT0002878
hsa-mir-506	hg38:chrX:147230754-147230775:-	633	160.434110	N	mature,MIMAT0002878
